img_id,ref_id,score
a0001-jmac_DSC1459_N1.png,a0001-jmac_DSC1459.png,7.25
a0001-jmac_DSC1459_N2.png,a0001-jmac_DSC1459.png,5.58
a0001-jmac_DSC1459_P0.png,a0001-jmac_DSC1459.png,7.77
a0001-jmac_DSC1459_P1.png,a0001-jmac_DSC1459.png,7.67
a0001-jmac_DSC1459_P2.png,a0001-jmac_DSC1459.png,5.66
a0002-dgw_005_N1.png,a0002-dgw_005.png,5.02
a0002-dgw_005_N2.png,a0002-dgw_005.png,2.86
a0002-dgw_005_P0.png,a0002-dgw_005.png,6.28
a0002-dgw_005_P1.png,a0002-dgw_005.png,6.74
a0002-dgw_005_P2.png,a0002-dgw_005.png,6.27
a0003-NKIM_MG_8178_N1.png,a0003-NKIM_MG_8178.png,4.47
a0003-NKIM_MG_8178_N2.png,a0003-NKIM_MG_8178.png,3.57
a0003-NKIM_MG_8178_P0.png,a0003-NKIM_MG_8178.png,5.31
a0003-NKIM_MG_8178_P1.png,a0003-NKIM_MG_8178.png,5.74
a0003-NKIM_MG_8178_P2.png,a0003-NKIM_MG_8178.png,5.59
a0004-jmac_MG_1384_N1.png,a0004-jmac_MG_1384.png,4.82
a0004-jmac_MG_1384_N2.png,a0004-jmac_MG_1384.png,2.99
a0004-jmac_MG_1384_P0.png,a0004-jmac_MG_1384.png,6.11
a0004-jmac_MG_1384_P1.png,a0004-jmac_MG_1384.png,6.64
a0004-jmac_MG_1384_P2.png,a0004-jmac_MG_1384.png,6.34
a0005-jn_2007_05_10__564_N1.png,a0005-jn_2007_05_10__564.png,1.81
a0005-jn_2007_05_10__564_N2.png,a0005-jn_2007_05_10__564.png,1.38
a0005-jn_2007_05_10__564_P0.png,a0005-jn_2007_05_10__564.png,2.56
a0005-jn_2007_05_10__564_P1.png,a0005-jn_2007_05_10__564.png,3.6
a0005-jn_2007_05_10__564_P2.png,a0005-jn_2007_05_10__564.png,4.93
a0006-IMG_2787_N1.png,a0006-IMG_2787.png,6.12
a0006-IMG_2787_N2.png,a0006-IMG_2787.png,4.83
a0006-IMG_2787_P0.png,a0006-IMG_2787.png,6.53
a0006-IMG_2787_P1.png,a0006-IMG_2787.png,5.63
a0006-IMG_2787_P2.png,a0006-IMG_2787.png,3.35
a0007-IMG_2480_N1.png,a0007-IMG_2480.png,4.27
a0007-IMG_2480_N2.png,a0007-IMG_2480.png,2.45
a0007-IMG_2480_P0.png,a0007-IMG_2480.png,5.55
a0007-IMG_2480_P1.png,a0007-IMG_2480.png,5.79
a0007-IMG_2480_P2.png,a0007-IMG_2480.png,4.91
a0008-WP_CRW_3959_N1.png,a0008-WP_CRW_3959.png,2.88
a0008-WP_CRW_3959_N2.png,a0008-WP_CRW_3959.png,1.51
a0008-WP_CRW_3959_P0.png,a0008-WP_CRW_3959.png,4.77
a0008-WP_CRW_3959_P1.png,a0008-WP_CRW_3959.png,5.85
a0008-WP_CRW_3959_P2.png,a0008-WP_CRW_3959.png,6.17
a0009-kme_372_N1.png,a0009-kme_372.png,5.15
a0009-kme_372_N2.png,a0009-kme_372.png,2.97
a0009-kme_372_P0.png,a0009-kme_372.png,6.93
a0009-kme_372_P1.png,a0009-kme_372.png,7.61
a0009-kme_372_P2.png,a0009-kme_372.png,7.82
a0010-jmac_MG_4807_N1.png,a0010-jmac_MG_4807.png,4.7
a0010-jmac_MG_4807_N2.png,a0010-jmac_MG_4807.png,3.4
a0010-jmac_MG_4807_P0.png,a0010-jmac_MG_4807.png,5.74
a0010-jmac_MG_4807_P1.png,a0010-jmac_MG_4807.png,5.99
a0010-jmac_MG_4807_P2.png,a0010-jmac_MG_4807.png,4.83
a0011-DSC_0082_N1.png,a0011-DSC_0082.png,5.76
a0011-DSC_0082_N2.png,a0011-DSC_0082.png,3.27
a0011-DSC_0082_P0.png,a0011-DSC_0082.png,6.93
a0011-DSC_0082_P1.png,a0011-DSC_0082.png,7.66
a0011-DSC_0082_P2.png,a0011-DSC_0082.png,7.01
a0012-kme_143_N1.png,a0012-kme_143.png,3.11
a0012-kme_143_N2.png,a0012-kme_143.png,2.15
a0012-kme_143_P0.png,a0012-kme_143.png,4.71
a0012-kme_143_P1.png,a0012-kme_143.png,5.47
a0012-kme_143_P2.png,a0012-kme_143.png,5.37
a0013-MB_20030906_001_N1.png,a0013-MB_20030906_001.png,6.51
a0013-MB_20030906_001_N2.png,a0013-MB_20030906_001.png,6.07
a0013-MB_20030906_001_P0.png,a0013-MB_20030906_001.png,6.23
a0013-MB_20030906_001_P1.png,a0013-MB_20030906_001.png,5.63
a0013-MB_20030906_001_P2.png,a0013-MB_20030906_001.png,3.74
a0014-WP_CRW_6320_N1.png,a0014-WP_CRW_6320.png,3.24
a0014-WP_CRW_6320_N2.png,a0014-WP_CRW_6320.png,1.77
a0014-WP_CRW_6320_P0.png,a0014-WP_CRW_6320.png,5.36
a0014-WP_CRW_6320_P1.png,a0014-WP_CRW_6320.png,6.37
a0014-WP_CRW_6320_P2.png,a0014-WP_CRW_6320.png,6.2
a0015-DSC_0081_N1.png,a0015-DSC_0081.png,6.4
a0015-DSC_0081_N2.png,a0015-DSC_0081.png,4.56
a0015-DSC_0081_P0.png,a0015-DSC_0081.png,7.05
a0015-DSC_0081_P1.png,a0015-DSC_0081.png,6.95
a0015-DSC_0081_P2.png,a0015-DSC_0081.png,4.93
a0016-jmac_MG_0795_N1.png,a0016-jmac_MG_0795.png,6.48
a0016-jmac_MG_0795_N2.png,a0016-jmac_MG_0795.png,4.2
a0016-jmac_MG_0795_P0.png,a0016-jmac_MG_0795.png,7.13
a0016-jmac_MG_0795_P1.png,a0016-jmac_MG_0795.png,6.95
a0016-jmac_MG_0795_P2.png,a0016-jmac_MG_0795.png,5.72
a0017-050710_031618__MG_3496_N1.png,a0017-050710_031618__MG_3496.png,6.33
a0017-050710_031618__MG_3496_N2.png,a0017-050710_031618__MG_3496.png,5.58
a0017-050710_031618__MG_3496_P0.png,a0017-050710_031618__MG_3496.png,6.27
a0017-050710_031618__MG_3496_P1.png,a0017-050710_031618__MG_3496.png,5.57
a0017-050710_031618__MG_3496_P2.png,a0017-050710_031618__MG_3496.png,4.19
a0018-kme_234_N1.png,a0018-kme_234.png,4.6
a0018-kme_234_N2.png,a0018-kme_234.png,3.11
a0018-kme_234_P0.png,a0018-kme_234.png,5.95
a0018-kme_234_P1.png,a0018-kme_234.png,5.93
a0018-kme_234_P2.png,a0018-kme_234.png,5.08
a0019-jmac_MG_0653_N1.png,a0019-jmac_MG_0653.png,5.27
a0019-jmac_MG_0653_N2.png,a0019-jmac_MG_0653.png,3.81
a0019-jmac_MG_0653_P0.png,a0019-jmac_MG_0653.png,6.49
a0019-jmac_MG_0653_P1.png,a0019-jmac_MG_0653.png,7.25
a0019-jmac_MG_0653_P2.png,a0019-jmac_MG_0653.png,7.57
a0020-jmac_MG_6225_N1.png,a0020-jmac_MG_6225.png,6.95
a0020-jmac_MG_6225_N2.png,a0020-jmac_MG_6225.png,5.6
a0020-jmac_MG_6225_P0.png,a0020-jmac_MG_6225.png,7.27
a0020-jmac_MG_6225_P1.png,a0020-jmac_MG_6225.png,6.84
a0020-jmac_MG_6225_P2.png,a0020-jmac_MG_6225.png,5.33
a0021-07-11-28-at-09h22m57s-_MG_7427_N1.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,3.2
a0021-07-11-28-at-09h22m57s-_MG_7427_N2.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,1.85
a0021-07-11-28-at-09h22m57s-_MG_7427_P0.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,5.36
a0021-07-11-28-at-09h22m57s-_MG_7427_P1.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,6.41
a0021-07-11-28-at-09h22m57s-_MG_7427_P2.png,a0021-07-11-28-at-09h22m57s-_MG_7427.png,6.05
a0022-IMG_2380_N1.png,a0022-IMG_2380.png,4.86
a0022-IMG_2380_N2.png,a0022-IMG_2380.png,3.57
a0022-IMG_2380_P0.png,a0022-IMG_2380.png,5.9
a0022-IMG_2380_P1.png,a0022-IMG_2380.png,6.19
a0022-IMG_2380_P2.png,a0022-IMG_2380.png,5.33
a0023-07-06-02-at-15h06m48-s_MG_1489_N1.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,5.15
a0023-07-06-02-at-15h06m48-s_MG_1489_N2.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,3.67
a0023-07-06-02-at-15h06m48-s_MG_1489_P0.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,6.45
a0023-07-06-02-at-15h06m48-s_MG_1489_P1.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,6.97
a0023-07-06-02-at-15h06m48-s_MG_1489_P2.png,a0023-07-06-02-at-15h06m48-s_MG_1489.png,6.48
a0024-_DSC8932_N1.png,a0024-_DSC8932.png,6.63
a0024-_DSC8932_N2.png,a0024-_DSC8932.png,6.03
a0024-_DSC8932_P0.png,a0024-_DSC8932.png,6.61
a0024-_DSC8932_P1.png,a0024-_DSC8932.png,6.15
a0024-_DSC8932_P2.png,a0024-_DSC8932.png,5
a0025-kme_298_N1.png,a0025-kme_298.png,5.57
a0025-kme_298_N2.png,a0025-kme_298.png,3.82
a0025-kme_298_P0.png,a0025-kme_298.png,6.3
a0025-kme_298_P1.png,a0025-kme_298.png,5.95
a0025-kme_298_P2.png,a0025-kme_298.png,4.02
a0026-kme_391_N1.png,a0026-kme_391.png,5.03
a0026-kme_391_N2.png,a0026-kme_391.png,3.48
a0026-kme_391_P0.png,a0026-kme_391.png,6.05
a0026-kme_391_P1.png,a0026-kme_391.png,6.56
a0026-kme_391_P2.png,a0026-kme_391.png,6.14
a0027-IMG_3964_N1.png,a0027-IMG_3964.png,4.03
a0027-IMG_3964_N2.png,a0027-IMG_3964.png,2.59
a0027-IMG_3964_P0.png,a0027-IMG_3964.png,5.52
a0027-IMG_3964_P1.png,a0027-IMG_3964.png,6.17
a0027-IMG_3964_P2.png,a0027-IMG_3964.png,5.62
a0028-_DSC0032_N1.png,a0028-_DSC0032.png,5.75
a0028-_DSC0032_N2.png,a0028-_DSC0032.png,4.08
a0028-_DSC0032_P0.png,a0028-_DSC0032.png,6.22
a0028-_DSC0032_P1.png,a0028-_DSC0032.png,5.9
a0028-_DSC0032_P2.png,a0028-_DSC0032.png,4.33
a0029-jmac_DSC3974_N1.png,a0029-jmac_DSC3974.png,7.43
a0029-jmac_DSC3974_N2.png,a0029-jmac_DSC3974.png,6.33
a0029-jmac_DSC3974_P0.png,a0029-jmac_DSC3974.png,7.48
a0029-jmac_DSC3974_P1.png,a0029-jmac_DSC3974.png,6.87
a0029-jmac_DSC3974_P2.png,a0029-jmac_DSC3974.png,4.75
a0030-_MG_7844_N1.png,a0030-_MG_7844.png,6.58
a0030-_MG_7844_N2.png,a0030-_MG_7844.png,4.56
a0030-_MG_7844_P0.png,a0030-_MG_7844.png,7.57
a0030-_MG_7844_P1.png,a0030-_MG_7844.png,7.57
a0030-_MG_7844_P2.png,a0030-_MG_7844.png,6.52
a0031-WP_CRW_0736_N1.png,a0031-WP_CRW_0736.png,4.07
a0031-WP_CRW_0736_N2.png,a0031-WP_CRW_0736.png,2.11
a0031-WP_CRW_0736_P0.png,a0031-WP_CRW_0736.png,5.29
a0031-WP_CRW_0736_P1.png,a0031-WP_CRW_0736.png,5.62
a0031-WP_CRW_0736_P2.png,a0031-WP_CRW_0736.png,5.2
a0032-jmac_MG_0266_N1.png,a0032-jmac_MG_0266.png,2.43
a0032-jmac_MG_0266_N2.png,a0032-jmac_MG_0266.png,1.23
a0032-jmac_MG_0266_P0.png,a0032-jmac_MG_0266.png,5.33
a0032-jmac_MG_0266_P1.png,a0032-jmac_MG_0266.png,6.97
a0032-jmac_MG_0266_P2.png,a0032-jmac_MG_0266.png,7.28
